category,location,old,new
Instance property,08 — Settings:I4016:4286;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4286;4013:4358:Form / Field/Type,input,Input
Instance property,08 — Settings:I4016:4287;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4287;4013:4358:Form / Field/Type,input,Input
Instance property,08 — Settings:I4016:4288;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4288;4013:4358:Form / Field/Type,input,Input
Instance property,08 — Settings:I4016:4289;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4289;4013:4358:Form / Field/Type,input,Input
Instance property,08 — Settings:I4016:4290;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4290;4013:4358:Form / Field/Type,input,Input
Node,08 — Settings:4016:4291:08 — Settings/Settings / Models/main/settings/settings-box/Button,Button,UI / Button
Node,08 — Settings:2001:3674:08 — Settings/Settings,Settings,Settings / Personalisation
Node,08 — Settings:2001:3676:08 — Settings/Settings / Personalisation/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,08 — Settings:I2001:3676;14:679:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:679:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:679:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I2001:3676;14:679:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:679:Navigation / Item/Size,large,Large
Node,08 — Settings:I2001:3676;14:682:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:682:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:682:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I2001:3676;14:682:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:682:Navigation / Item/Size,large,Large
Node,08 — Settings:I2001:3676;14:684:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:684:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:684:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I2001:3676;14:684:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:684:Navigation / Item/Size,large,Large
Node,08 — Settings:I2001:3676;14:686:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:686:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:686:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I2001:3676;14:686:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:686:Navigation / Item/Size,large,Large
Node,08 — Settings:I2001:3676;14:688:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:688:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:688:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I2001:3676;14:688:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:688:Navigation / Item/Size,large,Large
Node,08 — Settings:I2001:3676;14:697:08 — Settings/Settings / Personalisation/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I2001:3676;14:697:Navigation / Item,state,State
Instance property value,08 — Settings:I2001:3676;14:697:Navigation / Item/State,active,Active
Instance property,08 — Settings:I2001:3676;14:697:Navigation / Item,size,Size
Instance property value,08 — Settings:I2001:3676;14:697:Navigation / Item/Size,large,Large
Node,08 — Settings:4013:4134:08 — Settings/Settings / Personalisation/main/Top Bar,Top Bar,UI / Top Bar
Instance property value,08 — Settings:4013:4134:UI / Top Bar/Module,model only,Model Only
Node,08 — Settings:I4013:4134;4010:4232:08 — Settings/Settings / Personalisation/main/UI / Top Bar/Model Bar,Model Bar,UI / Model Bar
Instance property value,08 — Settings:I4013:4134;4010:4232;73:1125:UI / Status Badge/Status,active,Active
Node,08 — Settings:4013:4121:08 — Settings/Settings / Personalisation/main/Headers / Headers,Headers / Headers,UI / Header
Instance property,08 — Settings:4013:4121:UI / Header,type,Type
Node,08 — Settings:4016:3963:08 — Settings/Settings / Personalisation/main/settings/Sidebar / Sidebar Alternative,Sidebar / Sidebar Alternative,Navigation / Sidebar / Alternative
Node,08 — Settings:I4016:3963;4016:3944:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3944:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3944:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:3963;4016:3944:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3944:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:3963;4016:3948:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3948:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3948:Navigation / Item/State,active,Active
Instance property,08 — Settings:I4016:3963;4016:3948:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3948:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:3963;4016:3947:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3947:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3947:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:3963;4016:3947:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3947:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:3963;4016:3945:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3945:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3945:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:3963;4016:3945:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3945:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:3963;4016:3946:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3946:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3946:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:3963;4016:3946:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3946:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:3963;4016:3949:08 — Settings/Settings / Personalisation/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:3963;4016:3949:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:3963;4016:3949:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:3963;4016:3949:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:3963;4016:3949:Navigation / Item/Size,small,Small
Node,08 — Settings:4014:4420:08 — Settings/Settings / Personalisation/main/settings/personlisation-box,personlisation-box,personalisation-box
Node,08 — Settings:4014:4469:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/Frame 3,Frame 3,section-header
Node,08 — Settings:4014:4468:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/Group 2,Group 2,settings-list
Node,08 — Settings:I4014:4410;4013:4358:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/settings-list/Settings / Details/Field,Field,Form / Field
Instance property,08 — Settings:I4014:4410;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4014:4410;4013:4358:Form / Field/Type,selector,Selector
Node,08 — Settings:I4014:4410;4013:4358;73:1190:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/settings-list/Settings / Details/Form / Field/icon,icon,UI / Icon
Instance property,08 — Settings:I4014:4410;4013:4358;73:1190:UI / Icon,icon style,Icon
Instance property value,08 — Settings:I4014:4410;4013:4358;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Instance property,08 — Settings:I4014:4421;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4014:4421;4013:4358:Form / Field/Type,input,Input
Node,08 — Settings:I4014:4430;4013:4358:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/settings-list/Settings / Details/Field,Field,Form / Field
Instance property,08 — Settings:I4014:4430;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4014:4430;4013:4358:Form / Field/Type,selector,Selector
Node,08 — Settings:I4014:4430;4013:4358;73:1190:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/settings-list/Settings / Details/Form / Field/icon,icon,UI / Icon
Instance property,08 — Settings:I4014:4430;4013:4358;73:1190:UI / Icon,icon style,Icon
Instance property value,08 — Settings:I4014:4430;4013:4358;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Node,08 — Settings:I4014:4439;4013:4358:08 — Settings/Settings / Personalisation/main/settings/personalisation-box/settings-list/Settings / Details/Field,Field,Form / Field
Instance property,08 — Settings:I4014:4439;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4014:4439;4013:4358:Form / Field/Type,textarea-skyline,Textarea Skyline
Node,08 — Settings:4016:4128:08 — Settings/Settings,Settings,Settings / Appearance
Node,08 — Settings:4016:4130:08 — Settings/Settings / Appearance/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,08 — Settings:I4016:4130;14:679:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:679:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:679:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4130;14:679:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:679:Navigation / Item/Size,large,Large
Node,08 — Settings:I4016:4130;14:682:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:682:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:682:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4130;14:682:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:682:Navigation / Item/Size,large,Large
Node,08 — Settings:I4016:4130;14:684:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:684:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:684:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4130;14:684:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:684:Navigation / Item/Size,large,Large
Node,08 — Settings:I4016:4130;14:686:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:686:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:686:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4130;14:686:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:686:Navigation / Item/Size,large,Large
Node,08 — Settings:I4016:4130;14:688:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:688:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:688:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4130;14:688:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:688:Navigation / Item/Size,large,Large
Node,08 — Settings:I4016:4130;14:697:08 — Settings/Settings / Appearance/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4130;14:697:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4130;14:697:Navigation / Item/State,active,Active
Instance property,08 — Settings:I4016:4130;14:697:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4130;14:697:Navigation / Item/Size,large,Large
Node,08 — Settings:4016:4132:08 — Settings/Settings / Appearance/main/Top Bar,Top Bar,UI / Top Bar
Instance property value,08 — Settings:4016:4132:UI / Top Bar/Module,model only,Model Only
Node,08 — Settings:I4016:4132;4010:4232:08 — Settings/Settings / Appearance/main/UI / Top Bar/Model Bar,Model Bar,UI / Model Bar
Instance property value,08 — Settings:I4016:4132;4010:4232;73:1125:UI / Status Badge/Status,active,Active
Node,08 — Settings:4016:4133:08 — Settings/Settings / Appearance/main/Headers / Headers,Headers / Headers,UI / Header
Instance property,08 — Settings:4016:4133:UI / Header,type,Type
Node,08 — Settings:4016:4135:08 — Settings/Settings / Appearance/main/settings/Sidebar / Sidebar Alternative,Sidebar / Sidebar Alternative,Navigation / Sidebar / Alternative
Node,08 — Settings:I4016:4135;4016:3944:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3944:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3944:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4135;4016:3944:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3944:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:4135;4016:3948:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3948:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3948:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4135;4016:3948:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3948:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:4135;4016:3947:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3947:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3947:Navigation / Item/State,active,Active
Instance property,08 — Settings:I4016:4135;4016:3947:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3947:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:4135;4016:3945:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3945:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3945:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4135;4016:3945:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3945:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:4135;4016:3946:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3946:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3946:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4135;4016:3946:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3946:Navigation / Item/Size,small,Small
Node,08 — Settings:I4016:4135;4016:3949:08 — Settings/Settings / Appearance/main/settings/Navigation / Sidebar / Alternative/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,08 — Settings:I4016:4135;4016:3949:Navigation / Item,state,State
Instance property value,08 — Settings:I4016:4135;4016:3949:Navigation / Item/State,disabled,Disabled
Instance property,08 — Settings:I4016:4135;4016:3949:Navigation / Item,size,Size
Instance property value,08 — Settings:I4016:4135;4016:3949:Navigation / Item/Size,small,Small
Node,08 — Settings:4016:4156:08 — Settings/Settings / Appearance/main/settings/settings-box/Frame 3,Frame 3,section-header
Node,08 — Settings:4016:4159:08 — Settings/Settings / Appearance/main/settings/settings-box/Group 2,Group 2,settings-list
Node,08 — Settings:I4016:4160;4013:4358:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/Field,Field,Form / Field
Instance property,08 — Settings:I4016:4160;4013:4358:Form / Field,form,Type
Instance property value,08 — Settings:I4016:4160;4013:4358:Form / Field/Type,selector,Selector
Node,08 — Settings:I4016:4160;4013:4358;73:1190:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/Form / Field/icon,icon,UI / Icon
Instance property,08 — Settings:I4016:4160;4013:4358;73:1190:UI / Icon,icon style,Icon
Instance property value,08 — Settings:I4016:4160;4013:4358;73:1190:UI / Icon/Icon,chevron-down,Chevron Down
Node,08 — Settings:4016:4166:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4166:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4166:UI / Icon/Icon,circle,Circle
Node,08 — Settings:4016:4167:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4167:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4167:UI / Icon/Icon,circle,Circle
Node,08 — Settings:4016:4168:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4168:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4168:UI / Icon/Icon,circle,Circle
Node,08 — Settings:4016:4169:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4169:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4169:UI / Icon/Icon,circle,Circle
Node,08 — Settings:4016:4170:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4170:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4170:UI / Icon/Icon,circle,Circle
Node,08 — Settings:4016:4171:08 — Settings/Settings / Appearance/main/settings/settings-box/settings-list/Settings / Details/accent-colors/icon,icon,UI / Icon
Instance property,08 — Settings:4016:4171:UI / Icon,icon style,Icon
Instance property value,08 — Settings:4016:4171:UI / Icon/Icon,circle,Circle
Node,10 — Compare / Result:2001:3851:10 — Compare / Result/Compare / Result/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,10 — Compare / Result:I2001:3851;14:679:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:679:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:679:Navigation / Item/State,disabled,Disabled
Instance property,10 — Compare / Result:I2001:3851;14:679:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:679:Navigation / Item/Size,large,Large
Node,10 — Compare / Result:I2001:3851;14:682:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:682:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:682:Navigation / Item/State,disabled,Disabled
Instance property,10 — Compare / Result:I2001:3851;14:682:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:682:Navigation / Item/Size,large,Large
Node,10 — Compare / Result:I2001:3851;14:684:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:684:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:684:Navigation / Item/State,active,Active
Instance property,10 — Compare / Result:I2001:3851;14:684:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:684:Navigation / Item/Size,large,Large
Node,10 — Compare / Result:I2001:3851;14:686:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:686:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:686:Navigation / Item/State,disabled,Disabled
Instance property,10 — Compare / Result:I2001:3851;14:686:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:686:Navigation / Item/Size,large,Large
Node,10 — Compare / Result:I2001:3851;14:688:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:688:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:688:Navigation / Item/State,disabled,Disabled
Instance property,10 — Compare / Result:I2001:3851;14:688:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:688:Navigation / Item/Size,large,Large
Node,10 — Compare / Result:I2001:3851;14:697:10 — Compare / Result/Compare / Result/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,10 — Compare / Result:I2001:3851;14:697:Navigation / Item,state,State
Instance property value,10 — Compare / Result:I2001:3851;14:697:Navigation / Item/State,disabled,Disabled
Instance property,10 — Compare / Result:I2001:3851;14:697:Navigation / Item,size,Size
Instance property value,10 — Compare / Result:I2001:3851;14:697:Navigation / Item/Size,large,Large
Instance property value,10 — Compare / Result:2001:3854:topbar/Module,model only,Model Only
Node,10 — Compare / Result:I2001:3854;4010:4232:10 — Compare / Result/Compare / Result/main/feedback-content/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,10 — Compare / Result:I2001:3854;4010:4232;73:1125:UI / Status Badge/Status,active,Active
Instance property,10 — Compare / Result:2001:3855:header,type,Type
Instance property value,10 — Compare / Result:2001:3855:header/Type,header with toolbar,Header with Toolbar
Node,10 — Compare / Result:I2001:3855;93:8727;93:8696:10 — Compare / Result/Compare / Result/main/feedback-content/header/Project / Toolbar/Button,Button,UI / Button
Node,10 — Compare / Result:2001:3856:10 — Compare / Result/Compare / Result/main/feedback-content/section-imprint,section-imprint,feedback-panel
Instance property value,10 — Compare / Result:2001:3856:feedback-panel/Module,compare feedback,Compare Result
Node,10 — Compare / Result:I2001:3856;4015:3406:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/file-box/Feedback / File Box,Feedback / File Box,Feedback / File
Node,10 — Compare / Result:I2001:3856;4015:3683:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Headers / Section Title,Headers / Section Title,UI / Section Title
Node,10 — Compare / Result:I2001:3856;4015:3683;4013:2571:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/UI / Section Title/Dividers / Horizontal,Dividers / Horizontal,UI / Divider / Horizontal
Instance property,10 — Compare / Result:I2001:3856;4015:3757:reply,form,Type
Instance property value,10 — Compare / Result:I2001:3856;4015:3757:reply/Type,textarea-skyline,Textarea Skyline
Node,10 — Compare / Result:I2001:3856;4015:3684:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommended Bar,Compare / Recommended Bar,Compare / Recommendation
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2625:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2625:Compare / Results/State,active,Active
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2625;4015:2572;4015:2531:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare / Results/compare-card-active/Image,Image,UI / Image
Instance property,10 — Compare / Result:I2001:3856;4015:3684;4015:2625;4015:2572;4015:2531:UI / Image,Value,Image
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2625;4015:2572;4015:2531:UI / Image/Image,image-1,1
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2755:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2755:Compare / Results/State,disabled,Disabled
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2755;4015:2778:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,10 — Compare / Result:I2001:3856;4015:3684;4015:2755;4015:2778:UI / Image,Value,Image
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2755;4015:2778:UI / Image/Image,image-1,1
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2746:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2746:Compare / Results/State,disabled,Disabled
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2746;4015:2778:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,10 — Compare / Result:I2001:3856;4015:3684;4015:2746;4015:2778:UI / Image,Value,Image
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2746;4015:2778:UI / Image/Image,image-1,1
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2800:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare Results,Compare Results,Compare / Results
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2800:Compare / Results/State,disabled,Disabled
Node,10 — Compare / Result:I2001:3856;4015:3684;4015:2800;4015:2778:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Recommendations/Compare / Recommendation/Compare / Results/compare-card-disabled/Image,Image,UI / Image
Instance property,10 — Compare / Result:I2001:3856;4015:3684;4015:2800;4015:2778:UI / Image,Value,Image
Instance property value,10 — Compare / Result:I2001:3856;4015:3684;4015:2800;4015:2778:UI / Image/Image,image-1,1
Node,10 — Compare / Result:I2001:3856;4015:3486:10 — Compare / Result/Compare / Result/main/feedback-content/feedback-panel/feedback/feedback-meta/Frame 6/meta-box/Headers / Section Title,Headers / Section Title,UI / Section Title
