category,location,old,new
Node,03 — Darkroom / Library:93:10792:03 — Darkroom / Library/Darkroom / Library/sidebar/Sidebar / Sidebar,Sidebar / Sidebar,Navigation / Sidebar
Node,03 — Darkroom / Library:I93:10792;14:679:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:679:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:679:Navigation / Item/State,disabled,Disabled
Instance property,03 — Darkroom / Library:I93:10792;14:679:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:679:Navigation / Item/Size,large,Large
Node,03 — Darkroom / Library:I93:10792;14:682:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:682:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:682:Navigation / Item/State,disabled,Disabled
Instance property,03 — Darkroom / Library:I93:10792;14:682:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:682:Navigation / Item/Size,large,Large
Node,03 — Darkroom / Library:I93:10792;14:684:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:684:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:684:Navigation / Item/State,active,Active
Instance property,03 — Darkroom / Library:I93:10792;14:684:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:684:Navigation / Item/Size,large,Large
Node,03 — Darkroom / Library:I93:10792;14:686:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:686:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:686:Navigation / Item/State,disabled,Disabled
Instance property,03 — Darkroom / Library:I93:10792;14:686:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:686:Navigation / Item/Size,large,Large
Node,03 — Darkroom / Library:I93:10792;14:688:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:688:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:688:Navigation / Item/State,disabled,Disabled
Instance property,03 — Darkroom / Library:I93:10792;14:688:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:688:Navigation / Item/Size,large,Large
Node,03 — Darkroom / Library:I93:10792;14:697:03 — Darkroom / Library/Darkroom / Library/sidebar/Navigation / Sidebar/Sidebar / Nav Item,Sidebar / Nav Item,Navigation / Item
Instance property,03 — Darkroom / Library:I93:10792;14:697:Navigation / Item,state,State
Instance property value,03 — Darkroom / Library:I93:10792;14:697:Navigation / Item/State,disabled,Disabled
Instance property,03 — Darkroom / Library:I93:10792;14:697:Navigation / Item,size,Size
Instance property value,03 — Darkroom / Library:I93:10792;14:697:Navigation / Item/Size,large,Large
Instance property value,03 — Darkroom / Library:93:10794:topbar/Module,model only,Model Only
Node,03 — Darkroom / Library:I93:10794;4010:4232:03 — Darkroom / Library/Darkroom / Library/main/topbar/Model Bar,Model Bar,UI / Model Bar
Instance property value,03 — Darkroom / Library:I93:10794;4010:4232;73:1125:UI / Status Badge/Status,active,Active
Instance property,03 — Darkroom / Library:93:10795: header,type,Type
Instance property value,03 — Darkroom / Library:93:10795: header/Type,header with toolbar,Header with Toolbar
Node,03 — Darkroom / Library:I93:10795;93:8727;93:8696:03 — Darkroom / Library/Darkroom / Library/main/ header/Project / Toolbar/Button,Button,UI / Button
Node,03 — Darkroom / Library:93:10799:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10800:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10801:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10802:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10803:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10804:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10805:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10806:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:93:10807:03 — Darkroom / Library/Darkroom / Library/main/project-data/project-grid/Cards / Card,Cards / Card,UI / Card
Node,03 — Darkroom / Library:4010:5467:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5467:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5467;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5467;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5467;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5467;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5467;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5467;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5467;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5467;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5467;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5467;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5467;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5331:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5331:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5331;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5331;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5331;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5331;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5331;4009:3510;4009:3497:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5331;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5331;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5331;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5331;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5331;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5331;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5110:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5110:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5110;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5110;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5110;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5110;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5110;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5110;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5110;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5110;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5110;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5110;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5110;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5433:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5433:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5433;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5433;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5433;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5433;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5433;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5433;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5433;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5433;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5433;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5433;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5433;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5416:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5416:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5416;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5416;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5416;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5416;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5416;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5416;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5416;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5416;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5416;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5416;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5416;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5382:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5382:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5382;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5382;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5382;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5382;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5382;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5382;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5382;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5382;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5382;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5382;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5382;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5314:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5314:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5314;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5314;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5314;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5314;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5314;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5314;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5314;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5314;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5314;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5314;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5314;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5093:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5093:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5093;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5093;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5093;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5093;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5093;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5093;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5093;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5093;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5093;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5093;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5093;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5042:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5042:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5042;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5042;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5042;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5042;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5042;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5042;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5042;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5042;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5042;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5042;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5042;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5263:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5263:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5263;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5263;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5263;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5263;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5263;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5263;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5263;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5263;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5263;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5263;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5263;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5212:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5212:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5212;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5212;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5212;93:8205:UI / Image/Image,image-1,1
Node,03 — Darkroom / Library:I4010:5212;4009:3510:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Node,03 — Darkroom / Library:I4010:5212;4009:3510;4009:3503:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5212;4009:3784:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/Badges / Category,Badges / Category,UI / Category Badge
Instance property value,03 — Darkroom / Library:I4010:5212;4009:3784:UI / Category Badge/Color,Stale,Slate
Node,03 — Darkroom / Library:I4010:5212;4009:3784;4010:4315:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Frame 5/UI / Category Badge/Label Alternative / Xxtra Small 9.6px,Label Alternative / Xxtra Small 9.6px,Label Alternative / Extra Small 9.6px
Node,03 — Darkroom / Library:I4010:5212;4008:2982:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/date-created/icon,icon,UI / Icon
Instance property,03 — Darkroom / Library:I4010:5212;4008:2982:UI / Icon,icon style,Icon
Instance property value,03 — Darkroom / Library:I4010:5212;4008:2982:UI / Icon/Icon,icon-time,Time
Node,03 — Darkroom / Library:4010:5161:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/File Thumb,File Thumb,UI / File Thumb
Instance property,03 — Darkroom / Library:4010:5161:UI / File Thumb,state,State
Node,03 — Darkroom / Library:I4010:5161;93:8205:03 — Darkroom / Library/Darkroom / Library/main/project-data/feedback-list/UI / File Thumb/Image,Image,UI / Image
Instance property,03 — Darkroom / Library:I4010:5161;93:8205:UI / Image,Value,Image
Instance property value,03 — Darkroom / Library:I4010:5161;93:8205:UI / Image/Image,image-1,1
